Gene	Paper_title	Author	Year	Link	RPKM	Log2FC	P	Shared locus
RFFL	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
SLC5A11	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
KIF13B	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
PSEN1	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
CA14	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
ASPA	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
TMEM144	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
SEPP1	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
PIP4K2A	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
CARNS1	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
SLAIN1	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
ZDHHC9	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
CNDP1	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
PLA2G16	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
PXK	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
APBB1IP	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
AIF1	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
TYROBP	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
C3	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
CD74	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
C1QB	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
LAPTM5	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
ALOX5AP	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
LST1	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
RGS10	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
LY86	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
HLA-DRA	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
HCLS1	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
CSF1R	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
CYBB	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
FYB	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
C1QA	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
HAVCR2	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
ALOX5	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
SYK	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
CX3CR1	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
SLC2A5	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
DOCK8	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
SELPLG	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
SUSD3	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
IGSF6	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
HLA-DMA	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
RNASET2	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
TREM2	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
ADORA3	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
ARHGDIB	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
LILRB4	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
GPR34	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
CD68	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
ITGB2	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
HLA-DMB	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
HLA-DPA1	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
ITGAM	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
CD53	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
ADAP2	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
TLR7	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
PYCARD	Variation among intact tissue samples reveals the core transcriptional features of human CNS cell classes	Kevin W. Kelley, Hiromi Nakao-Inoue, Anna V. Molofsky & Michael C. Oldham 	2018	https://www.nature.com/articles/s41593-018-0216-z				
