Gene	Title	Authors	Year	Link	RPKM	Log2FC	P	Shared locus
MEF2C	Meta-analysis of genetic association with diagnosed Alzheimer's disease identifies novel risk loci and implicates Abeta, Tau, immunity and lipid processing	Brian W. Kunkle, Benjamin Grenier-Boley, Rebecca Sims, Joshua C. Bis, Adam C. Naj, Anne Boland, Maria Vronskaya, Sven J van der Lee, Alex Amlie-Wolf, Celine Bellenguez, Aura Frizatti, Vincent Chouraki, Alzheimer's Disease Genetics Consortium (ADGC), European Alzheimer's Disease Initiative (EADI), Cohorts for Heart and Aging Research in Genomic Epidemiology Consortium (CHARGE), Genetic and Environmental Risk in Alzheimer's Disease Consortium (GERAD/PERADES), Helena Schmidt, Hakon Hakonarson, Ron Munger, Reinhold Schmidt, Lindsay A. Farrer, Christine Van Broeckhoven, Michael C. O'Donovan, Anita L. Destefano, Lesley Jones, Jonathan L. Haines, Jean-Francois Deleuze, Michael J. Owen, Vilmundur Gudnason, Richard P. Mayeux, Valentina Escott-Price, Bruce M. Psaty, Agustin Ruiz, Alfredo Ramirez, Li-San Wang, Cornelia M. van Duijn, Peter A. Holmans, Sudha Seshadri, Julie Williams, Philippe Amouyel, Gerard D. Schellenberg, Jean-Charles Lambert, Margaret A. Pericak-Vance	2018	https://doi.org/10.1101/294629			2.80E-06	
NME8	Meta-analysis of genetic association with diagnosed Alzheimer's disease identifies novel risk loci and implicates Abeta, Tau, immunity and lipid processing	Brian W. Kunkle, Benjamin Grenier-Boley, Rebecca Sims, Joshua C. Bis, Adam C. Naj, Anne Boland, Maria Vronskaya, Sven J van der Lee, Alex Amlie-Wolf, Celine Bellenguez, Aura Frizatti, Vincent Chouraki, Alzheimer's Disease Genetics Consortium (ADGC), European Alzheimer's Disease Initiative (EADI), Cohorts for Heart and Aging Research in Genomic Epidemiology Consortium (CHARGE), Genetic and Environmental Risk in Alzheimer's Disease Consortium (GERAD/PERADES), Helena Schmidt, Hakon Hakonarson, Ron Munger, Reinhold Schmidt, Lindsay A. Farrer, Christine Van Broeckhoven, Michael C. O'Donovan, Anita L. Destefano, Lesley Jones, Jonathan L. Haines, Jean-Francois Deleuze, Michael J. Owen, Vilmundur Gudnason, Richard P. Mayeux, Valentina Escott-Price, Bruce M. Psaty, Agustin Ruiz, Alfredo Ramirez, Li-San Wang, Cornelia M. van Duijn, Peter A. Holmans, Sudha Seshadri, Julie Williams, Philippe Amouyel, Gerard D. Schellenberg, Jean-Charles Lambert, Margaret A. Pericak-Vance	2018	https://doi.org/10.1101/294629			2.80E-07	
SUCLG2P4	Meta-analysis of genetic association with diagnosed Alzheimer's disease identifies novel risk loci and implicates Abeta, Tau, immunity and lipid processing	Brian W. Kunkle, Benjamin Grenier-Boley, Rebecca Sims, Joshua C. Bis, Adam C. Naj, Anne Boland, Maria Vronskaya, Sven J van der Lee, Alex Amlie-Wolf, Celine Bellenguez, Aura Frizatti, Vincent Chouraki, Alzheimer's Disease Genetics Consortium (ADGC), European Alzheimer's Disease Initiative (EADI), Cohorts for Heart and Aging Research in Genomic Epidemiology Consortium (CHARGE), Genetic and Environmental Risk in Alzheimer's Disease Consortium (GERAD/PERADES), Helena Schmidt, Hakon Hakonarson, Ron Munger, Reinhold Schmidt, Lindsay A. Farrer, Christine Van Broeckhoven, Michael C. O'Donovan, Anita L. Destefano, Lesley Jones, Jonathan L. Haines, Jean-Francois Deleuze, Michael J. Owen, Vilmundur Gudnason, Richard P. Mayeux, Valentina Escott-Price, Bruce M. Psaty, Agustin Ruiz, Alfredo Ramirez, Li-San Wang, Cornelia M. van Duijn, Peter A. Holmans, Sudha Seshadri, Julie Williams, Philippe Amouyel, Gerard D. Schellenberg, Jean-Charles Lambert, Margaret A. Pericak-Vance	2018	https://doi.org/10.1101/294629			3.30E-07	
ADAM10	Meta-analysis of genetic association with diagnosed Alzheimer's disease identifies novel risk loci and implicates Abeta, Tau, immunity and lipid processing	Brian W. Kunkle, Benjamin Grenier-Boley, Rebecca Sims, Joshua C. Bis, Adam C. Naj, Anne Boland, Maria Vronskaya, Sven J van der Lee, Alex Amlie-Wolf, Celine Bellenguez, Aura Frizatti, Vincent Chouraki, Alzheimer's Disease Genetics Consortium (ADGC), European Alzheimer's Disease Initiative (EADI), Cohorts for Heart and Aging Research in Genomic Epidemiology Consortium (CHARGE), Genetic and Environmental Risk in Alzheimer's Disease Consortium (GERAD/PERADES), Helena Schmidt, Hakon Hakonarson, Ron Munger, Reinhold Schmidt, Lindsay A. Farrer, Christine Van Broeckhoven, Michael C. O'Donovan, Anita L. Destefano, Lesley Jones, Jonathan L. Haines, Jean-Francois Deleuze, Michael J. Owen, Vilmundur Gudnason, Richard P. Mayeux, Valentina Escott-Price, Bruce M. Psaty, Agustin Ruiz, Alfredo Ramirez, Li-San Wang, Cornelia M. van Duijn, Peter A. Holmans, Sudha Seshadri, Julie Williams, Philippe Amouyel, Gerard D. Schellenberg, Jean-Charles Lambert, Margaret A. Pericak-Vance	2018	https://doi.org/10.1101/294629			1.10E-08	
IQCK	Meta-analysis of genetic association with diagnosed Alzheimer's disease identifies novel risk loci and implicates Abeta, Tau, immunity and lipid processing	Brian W. Kunkle, Benjamin Grenier-Boley, Rebecca Sims, Joshua C. Bis, Adam C. Naj, Anne Boland, Maria Vronskaya, Sven J van der Lee, Alex Amlie-Wolf, Celine Bellenguez, Aura Frizatti, Vincent Chouraki, Alzheimer's Disease Genetics Consortium (ADGC), European Alzheimer's Disease Initiative (EADI), Cohorts for Heart and Aging Research in Genomic Epidemiology Consortium (CHARGE), Genetic and Environmental Risk in Alzheimer's Disease Consortium (GERAD/PERADES), Helena Schmidt, Hakon Hakonarson, Ron Munger, Reinhold Schmidt, Lindsay A. Farrer, Christine Van Broeckhoven, Michael C. O'Donovan, Anita L. Destefano, Lesley Jones, Jonathan L. Haines, Jean-Francois Deleuze, Michael J. Owen, Vilmundur Gudnason, Richard P. Mayeux, Valentina Escott-Price, Bruce M. Psaty, Agustin Ruiz, Alfredo Ramirez, Li-San Wang, Cornelia M. van Duijn, Peter A. Holmans, Sudha Seshadri, Julie Williams, Philippe Amouyel, Gerard D. Schellenberg, Jean-Charles Lambert, Margaret A. Pericak-Vance	2018	https://doi.org/10.1101/294629			2.00E-08	GPRC5B, DEF8
GPRC5B	Meta-analysis of genetic association with diagnosed Alzheimer's disease identifies novel risk loci and implicates Abeta, Tau, immunity and lipid processing	Brian W. Kunkle, Benjamin Grenier-Boley, Rebecca Sims, Joshua C. Bis, Adam C. Naj, Anne Boland, Maria Vronskaya, Sven J van der Lee, Alex Amlie-Wolf, Celine Bellenguez, Aura Frizatti, Vincent Chouraki, Alzheimer's Disease Genetics Consortium (ADGC), European Alzheimer's Disease Initiative (EADI), Cohorts for Heart and Aging Research in Genomic Epidemiology Consortium (CHARGE), Genetic and Environmental Risk in Alzheimer's Disease Consortium (GERAD/PERADES), Helena Schmidt, Hakon Hakonarson, Ron Munger, Reinhold Schmidt, Lindsay A. Farrer, Christine Van Broeckhoven, Michael C. O'Donovan, Anita L. Destefano, Lesley Jones, Jonathan L. Haines, Jean-Francois Deleuze, Michael J. Owen, Vilmundur Gudnason, Richard P. Mayeux, Valentina Escott-Price, Bruce M. Psaty, Agustin Ruiz, Alfredo Ramirez, Li-San Wang, Cornelia M. van Duijn, Peter A. Holmans, Sudha Seshadri, Julie Williams, Philippe Amouyel, Gerard D. Schellenberg, Jean-Charles Lambert, Margaret A. Pericak-Vance	2018	https://doi.org/10.1101/294629			2.00E-08	IQCK, DEF8
DEF8	Meta-analysis of genetic association with diagnosed Alzheimer's disease identifies novel risk loci and implicates Abeta, Tau, immunity and lipid processing	Brian W. Kunkle, Benjamin Grenier-Boley, Rebecca Sims, Joshua C. Bis, Adam C. Naj, Anne Boland, Maria Vronskaya, Sven J van der Lee, Alex Amlie-Wolf, Celine Bellenguez, Aura Frizatti, Vincent Chouraki, Alzheimer's Disease Genetics Consortium (ADGC), European Alzheimer's Disease Initiative (EADI), Cohorts for Heart and Aging Research in Genomic Epidemiology Consortium (CHARGE), Genetic and Environmental Risk in Alzheimer's Disease Consortium (GERAD/PERADES), Helena Schmidt, Hakon Hakonarson, Ron Munger, Reinhold Schmidt, Lindsay A. Farrer, Christine Van Broeckhoven, Michael C. O'Donovan, Anita L. Destefano, Lesley Jones, Jonathan L. Haines, Jean-Francois Deleuze, Michael J. Owen, Vilmundur Gudnason, Richard P. Mayeux, Valentina Escott-Price, Bruce M. Psaty, Agustin Ruiz, Alfredo Ramirez, Li-San Wang, Cornelia M. van Duijn, Peter A. Holmans, Sudha Seshadri, Julie Williams, Philippe Amouyel, Gerard D. Schellenberg, Jean-Charles Lambert, Margaret A. Pericak-Vance	2018	https://doi.org/10.1101/294629			2.00E-08	GPRC5B. IQCK
PSMC5	Meta-analysis of genetic association with diagnosed Alzheimer's disease identifies novel risk loci and implicates Abeta, Tau, immunity and lipid processing	Brian W. Kunkle, Benjamin Grenier-Boley, Rebecca Sims, Joshua C. Bis, Adam C. Naj, Anne Boland, Maria Vronskaya, Sven J van der Lee, Alex Amlie-Wolf, Celine Bellenguez, Aura Frizatti, Vincent Chouraki, Alzheimer's Disease Genetics Consortium (ADGC), European Alzheimer's Disease Initiative (EADI), Cohorts for Heart and Aging Research in Genomic Epidemiology Consortium (CHARGE), Genetic and Environmental Risk in Alzheimer's Disease Consortium (GERAD/PERADES), Helena Schmidt, Hakon Hakonarson, Ron Munger, Reinhold Schmidt, Lindsay A. Farrer, Christine Van Broeckhoven, Michael C. O'Donovan, Anita L. Destefano, Lesley Jones, Jonathan L. Haines, Jean-Francois Deleuze, Michael J. Owen, Vilmundur Gudnason, Richard P. Mayeux, Valentina Escott-Price, Bruce M. Psaty, Agustin Ruiz, Alfredo Ramirez, Li-San Wang, Cornelia M. van Duijn, Peter A. Holmans, Sudha Seshadri, Julie Williams, Philippe Amouyel, Gerard D. Schellenberg, Jean-Charles Lambert, Margaret A. Pericak-Vance	2018	https://doi.org/10.1101/294629			7.50E-09	ACE, CD79B
CD79B	Meta-analysis of genetic association with diagnosed Alzheimer's disease identifies novel risk loci and implicates Abeta, Tau, immunity and lipid processing	Brian W. Kunkle, Benjamin Grenier-Boley, Rebecca Sims, Joshua C. Bis, Adam C. Naj, Anne Boland, Maria Vronskaya, Sven J van der Lee, Alex Amlie-Wolf, Celine Bellenguez, Aura Frizatti, Vincent Chouraki, Alzheimer's Disease Genetics Consortium (ADGC), European Alzheimer's Disease Initiative (EADI), Cohorts for Heart and Aging Research in Genomic Epidemiology Consortium (CHARGE), Genetic and Environmental Risk in Alzheimer's Disease Consortium (GERAD/PERADES), Helena Schmidt, Hakon Hakonarson, Ron Munger, Reinhold Schmidt, Lindsay A. Farrer, Christine Van Broeckhoven, Michael C. O'Donovan, Anita L. Destefano, Lesley Jones, Jonathan L. Haines, Jean-Francois Deleuze, Michael J. Owen, Vilmundur Gudnason, Richard P. Mayeux, Valentina Escott-Price, Bruce M. Psaty, Agustin Ruiz, Alfredo Ramirez, Li-San Wang, Cornelia M. van Duijn, Peter A. Holmans, Sudha Seshadri, Julie Williams, Philippe Amouyel, Gerard D. Schellenberg, Jean-Charles Lambert, Margaret A. Pericak-Vance	2018	https://doi.org/10.1101/294629			7.50E-09	ACE, PSMC5
ADAMTS1	Meta-analysis of genetic association with diagnosed Alzheimer's disease identifies novel risk loci and implicates Abeta, Tau, immunity and lipid processing	Brian W. Kunkle, Benjamin Grenier-Boley, Rebecca Sims, Joshua C. Bis, Adam C. Naj, Anne Boland, Maria Vronskaya, Sven J van der Lee, Alex Amlie-Wolf, Celine Bellenguez, Aura Frizatti, Vincent Chouraki, Alzheimer's Disease Genetics Consortium (ADGC), European Alzheimer's Disease Initiative (EADI), Cohorts for Heart and Aging Research in Genomic Epidemiology Consortium (CHARGE), Genetic and Environmental Risk in Alzheimer's Disease Consortium (GERAD/PERADES), Helena Schmidt, Hakon Hakonarson, Ron Munger, Reinhold Schmidt, Lindsay A. Farrer, Christine Van Broeckhoven, Michael C. O'Donovan, Anita L. Destefano, Lesley Jones, Jonathan L. Haines, Jean-Francois Deleuze, Michael J. Owen, Vilmundur Gudnason, Richard P. Mayeux, Valentina Escott-Price, Bruce M. Psaty, Agustin Ruiz, Alfredo Ramirez, Li-San Wang, Cornelia M. van Duijn, Peter A. Holmans, Sudha Seshadri, Julie Williams, Philippe Amouyel, Gerard D. Schellenberg, Jean-Charles Lambert, Margaret A. Pericak-Vance	2018	https://doi.org/10.1101/294629			2.40E-07	
CD55	Meta-analysis of genetic association with diagnosed Alzheimer's disease identifies novel risk loci and implicates Abeta, Tau, immunity and lipid processing	Brian W. Kunkle, Benjamin Grenier-Boley, Rebecca Sims, Joshua C. Bis, Adam C. Naj, Anne Boland, Maria Vronskaya, Sven J van der Lee, Alex Amlie-Wolf, Celine Bellenguez, Aura Frizatti, Vincent Chouraki, Alzheimer's Disease Genetics Consortium (ADGC), European Alzheimer's Disease Initiative (EADI), Cohorts for Heart and Aging Research in Genomic Epidemiology Consortium (CHARGE), Genetic and Environmental Risk in Alzheimer's Disease Consortium (GERAD/PERADES), Helena Schmidt, Hakon Hakonarson, Ron Munger, Reinhold Schmidt, Lindsay A. Farrer, Christine Van Broeckhoven, Michael C. O'Donovan, Anita L. Destefano, Lesley Jones, Jonathan L. Haines, Jean-Francois Deleuze, Michael J. Owen, Vilmundur Gudnason, Richard P. Mayeux, Valentina Escott-Price, Bruce M. Psaty, Agustin Ruiz, Alfredo Ramirez, Li-San Wang, Cornelia M. van Duijn, Peter A. Holmans, Sudha Seshadri, Julie Williams, Philippe Amouyel, Gerard D. Schellenberg, Jean-Charles Lambert, Margaret A. Pericak-Vance	2018	https://doi.org/10.1101/294629			3.60E-24	CR1
HLA-DPA1	Meta-analysis of genetic association with diagnosed Alzheimer's disease identifies novel risk loci and implicates Abeta, Tau, immunity and lipid processing	Brian W. Kunkle, Benjamin Grenier-Boley, Rebecca Sims, Joshua C. Bis, Adam C. Naj, Anne Boland, Maria Vronskaya, Sven J van der Lee, Alex Amlie-Wolf, Celine Bellenguez, Aura Frizatti, Vincent Chouraki, Alzheimer's Disease Genetics Consortium (ADGC), European Alzheimer's Disease Initiative (EADI), Cohorts for Heart and Aging Research in Genomic Epidemiology Consortium (CHARGE), Genetic and Environmental Risk in Alzheimer's Disease Consortium (GERAD/PERADES), Helena Schmidt, Hakon Hakonarson, Ron Munger, Reinhold Schmidt, Lindsay A. Farrer, Christine Van Broeckhoven, Michael C. O'Donovan, Anita L. Destefano, Lesley Jones, Jonathan L. Haines, Jean-Francois Deleuze, Michael J. Owen, Vilmundur Gudnason, Richard P. Mayeux, Valentina Escott-Price, Bruce M. Psaty, Agustin Ruiz, Alfredo Ramirez, Li-San Wang, Cornelia M. van Duijn, Peter A. Holmans, Sudha Seshadri, Julie Williams, Philippe Amouyel, Gerard D. Schellenberg, Jean-Charles Lambert, Margaret A. Pericak-Vance	2018	https://doi.org/10.1101/294629			1.40E-11	HPA-DQB1, HLA-DRA, C4A, TNXB, PSMB9, HLA-DRB6, HLA-DRB1, HLA-DRB5, AGPAT1, AGER, HLA-DQA1, C2, BRD2, HLA-DQB2, MICB
HLA-DRA	Meta-analysis of genetic association with diagnosed Alzheimer's disease identifies novel risk loci and implicates Abeta, Tau, immunity and lipid processing	Brian W. Kunkle, Benjamin Grenier-Boley, Rebecca Sims, Joshua C. Bis, Adam C. Naj, Anne Boland, Maria Vronskaya, Sven J van der Lee, Alex Amlie-Wolf, Celine Bellenguez, Aura Frizatti, Vincent Chouraki, Alzheimer's Disease Genetics Consortium (ADGC), European Alzheimer's Disease Initiative (EADI), Cohorts for Heart and Aging Research in Genomic Epidemiology Consortium (CHARGE), Genetic and Environmental Risk in Alzheimer's Disease Consortium (GERAD/PERADES), Helena Schmidt, Hakon Hakonarson, Ron Munger, Reinhold Schmidt, Lindsay A. Farrer, Christine Van Broeckhoven, Michael C. O'Donovan, Anita L. Destefano, Lesley Jones, Jonathan L. Haines, Jean-Francois Deleuze, Michael J. Owen, Vilmundur Gudnason, Richard P. Mayeux, Valentina Escott-Price, Bruce M. Psaty, Agustin Ruiz, Alfredo Ramirez, Li-San Wang, Cornelia M. van Duijn, Peter A. Holmans, Sudha Seshadri, Julie Williams, Philippe Amouyel, Gerard D. Schellenberg, Jean-Charles Lambert, Margaret A. Pericak-Vance	2018	https://doi.org/10.1101/294629			1.40E-11	HPA-DQB1, HLA-DPA1, C4A, TNXB, PSMB9, HLA-DRB6, HLA-DRB1, HLA-DRB5, AGPAT1, AGER, HLA-DQA1, C2, BRD2, HLA-DQB2, MICB
C4A	Meta-analysis of genetic association with diagnosed Alzheimer's disease identifies novel risk loci and implicates Abeta, Tau, immunity and lipid processing	Brian W. Kunkle, Benjamin Grenier-Boley, Rebecca Sims, Joshua C. Bis, Adam C. Naj, Anne Boland, Maria Vronskaya, Sven J van der Lee, Alex Amlie-Wolf, Celine Bellenguez, Aura Frizatti, Vincent Chouraki, Alzheimer's Disease Genetics Consortium (ADGC), European Alzheimer's Disease Initiative (EADI), Cohorts for Heart and Aging Research in Genomic Epidemiology Consortium (CHARGE), Genetic and Environmental Risk in Alzheimer's Disease Consortium (GERAD/PERADES), Helena Schmidt, Hakon Hakonarson, Ron Munger, Reinhold Schmidt, Lindsay A. Farrer, Christine Van Broeckhoven, Michael C. O'Donovan, Anita L. Destefano, Lesley Jones, Jonathan L. Haines, Jean-Francois Deleuze, Michael J. Owen, Vilmundur Gudnason, Richard P. Mayeux, Valentina Escott-Price, Bruce M. Psaty, Agustin Ruiz, Alfredo Ramirez, Li-San Wang, Cornelia M. van Duijn, Peter A. Holmans, Sudha Seshadri, Julie Williams, Philippe Amouyel, Gerard D. Schellenberg, Jean-Charles Lambert, Margaret A. Pericak-Vance	2018	https://doi.org/10.1101/294629			1.40E-11	HPA-DQB1, HLA-DPA1, HLA-DPA1, TNXB, PSMB9, HLA-DRB6, HLA-DRB1, HLA-DRB5, AGPAT1, AGER, HLA-DQA1, C2, BRD2, HLA-DQB2, MICB
TNXB	Meta-analysis of genetic association with diagnosed Alzheimer's disease identifies novel risk loci and implicates Abeta, Tau, immunity and lipid processing	Brian W. Kunkle, Benjamin Grenier-Boley, Rebecca Sims, Joshua C. Bis, Adam C. Naj, Anne Boland, Maria Vronskaya, Sven J van der Lee, Alex Amlie-Wolf, Celine Bellenguez, Aura Frizatti, Vincent Chouraki, Alzheimer's Disease Genetics Consortium (ADGC), European Alzheimer's Disease Initiative (EADI), Cohorts for Heart and Aging Research in Genomic Epidemiology Consortium (CHARGE), Genetic and Environmental Risk in Alzheimer's Disease Consortium (GERAD/PERADES), Helena Schmidt, Hakon Hakonarson, Ron Munger, Reinhold Schmidt, Lindsay A. Farrer, Christine Van Broeckhoven, Michael C. O'Donovan, Anita L. Destefano, Lesley Jones, Jonathan L. Haines, Jean-Francois Deleuze, Michael J. Owen, Vilmundur Gudnason, Richard P. Mayeux, Valentina Escott-Price, Bruce M. Psaty, Agustin Ruiz, Alfredo Ramirez, Li-San Wang, Cornelia M. van Duijn, Peter A. Holmans, Sudha Seshadri, Julie Williams, Philippe Amouyel, Gerard D. Schellenberg, Jean-Charles Lambert, Margaret A. Pericak-Vance	2018	https://doi.org/10.1101/294629			1.40E-11	HPA-DQB1, HLA-DPA1, C4A, HLA-DPA1, PSMB9, HLA-DRB6, HLA-DRB1, HLA-DRB5, AGPAT1, AGER, HLA-DQA1, C2, BRD2, HLA-DQB2, MICB
PSMB9	Meta-analysis of genetic association with diagnosed Alzheimer's disease identifies novel risk loci and implicates Abeta, Tau, immunity and lipid processing	Brian W. Kunkle, Benjamin Grenier-Boley, Rebecca Sims, Joshua C. Bis, Adam C. Naj, Anne Boland, Maria Vronskaya, Sven J van der Lee, Alex Amlie-Wolf, Celine Bellenguez, Aura Frizatti, Vincent Chouraki, Alzheimer's Disease Genetics Consortium (ADGC), European Alzheimer's Disease Initiative (EADI), Cohorts for Heart and Aging Research in Genomic Epidemiology Consortium (CHARGE), Genetic and Environmental Risk in Alzheimer's Disease Consortium (GERAD/PERADES), Helena Schmidt, Hakon Hakonarson, Ron Munger, Reinhold Schmidt, Lindsay A. Farrer, Christine Van Broeckhoven, Michael C. O'Donovan, Anita L. Destefano, Lesley Jones, Jonathan L. Haines, Jean-Francois Deleuze, Michael J. Owen, Vilmundur Gudnason, Richard P. Mayeux, Valentina Escott-Price, Bruce M. Psaty, Agustin Ruiz, Alfredo Ramirez, Li-San Wang, Cornelia M. van Duijn, Peter A. Holmans, Sudha Seshadri, Julie Williams, Philippe Amouyel, Gerard D. Schellenberg, Jean-Charles Lambert, Margaret A. Pericak-Vance	2018	https://doi.org/10.1101/294629			1.40E-11	HPA-DQB1, HLA-DPA1, C4A, TNXB, HLA-DPA1, HLA-DRB6, HLA-DRB1, HLA-DRB5, AGPAT1, AGER, HLA-DQA1, C2, BRD2, HLA-DQB2, MICB
HLA-DRB6	Meta-analysis of genetic association with diagnosed Alzheimer's disease identifies novel risk loci and implicates Abeta, Tau, immunity and lipid processing	Brian W. Kunkle, Benjamin Grenier-Boley, Rebecca Sims, Joshua C. Bis, Adam C. Naj, Anne Boland, Maria Vronskaya, Sven J van der Lee, Alex Amlie-Wolf, Celine Bellenguez, Aura Frizatti, Vincent Chouraki, Alzheimer's Disease Genetics Consortium (ADGC), European Alzheimer's Disease Initiative (EADI), Cohorts for Heart and Aging Research in Genomic Epidemiology Consortium (CHARGE), Genetic and Environmental Risk in Alzheimer's Disease Consortium (GERAD/PERADES), Helena Schmidt, Hakon Hakonarson, Ron Munger, Reinhold Schmidt, Lindsay A. Farrer, Christine Van Broeckhoven, Michael C. O'Donovan, Anita L. Destefano, Lesley Jones, Jonathan L. Haines, Jean-Francois Deleuze, Michael J. Owen, Vilmundur Gudnason, Richard P. Mayeux, Valentina Escott-Price, Bruce M. Psaty, Agustin Ruiz, Alfredo Ramirez, Li-San Wang, Cornelia M. van Duijn, Peter A. Holmans, Sudha Seshadri, Julie Williams, Philippe Amouyel, Gerard D. Schellenberg, Jean-Charles Lambert, Margaret A. Pericak-Vance	2018	https://doi.org/10.1101/294629			1.40E-11	HPA-DQB1, HLA-DPA1, C4A, TNXB, PSMB9, HLA-DPA1, HLA-DRB1, HLA-DRB5, AGPAT1, AGER, HLA-DQA1, C2, BRD2, HLA-DQB2, MICB
