ensembl_gene_id	Gene.Symbol.x	glia.brain_logFC.x	P.Value	Gene.Symbol.y	glia.brain_logFC.y
ENSG00000196230	TUBB	-0.377313764	0.00349468	TUBB	-0.38
ENSG00000196262	PPIA	-1.422890161	5.04e-22	PPIA	-1.42
ENSG00000196329	GIMAP5	3.855142694	1.16e-21	GIMAP5	3.86
ENSG00000196369	SRGAP2B	3.763517788	1.62e-35	SRGAP2B	3.76
ENSG00000196405	EVL	2.076831516	1.06e-24	EVL	2.08
ENSG00000196419	XRCC6	-0.495939646	1.21e-08	XRCC6	-0.5
ENSG00000196498	NCOR2	1.931472602	1.39e-27	NCOR2	1.93
ENSG00000196531	NACA	0.890066981	6.01e-12	NACA	0.89
ENSG00000196535	MYO18A	1.494465173	9.15e-21	MYO18A	1.49
ENSG00000196550	FAM72A	4.046955991	2.66e-28	FAM72A	4.05
ENSG00000196576	PLXNB2	3.106556463	1.29e-38	PLXNB2	3.11
ENSG00000196605	ZNF846	2.207600851	5.98e-22	ZNF846	2.21
ENSG00000196664	TLR7	5.701404542	3.79e-32	TLR7	5.7
ENSG00000196735	HLA-DQA1	4.229733769	9.58e-06	HLA-DQA1	4.23
ENSG00000196743	GM2A	1.119966881	2.38e-12	GM2A	1.12
ENSG00000196747	HIST1H2AI	4.396069803	1.6e-16	HIST1H2AI	4.4
ENSG00000196782	MAML3	3.658761202	3.74e-34	MAML3	3.66
ENSG00000196787	HIST1H2AG	4.350683267	8.79e-20	HIST1H2AG	4.35
ENSG00000196866	HIST1H2AD	3.099153445	1e-16	HIST1H2AD	3.1
ENSG00000196954	CASP4	4.901986406	1.19e-27	CASP4	4.9
ENSG00000197061	HIST1H4C	-2.331797942	4.38e-26	HIST1H4C	-2.33
ENSG00000197093	GAL3ST4	5.083672173	4.86e-20	GAL3ST4	5.08
ENSG00000197102	DYNC1H1	-1.660593075	1.51e-35	DYNC1H1	-1.66
ENSG00000197153	HIST1H3J	4.82078136	5.41e-23	HIST1H3J	4.82
ENSG00000197238	HIST1H4J	-1.166359328	1.56e-06	HIST1H4J	-1.17
ENSG00000197249	SERPINA1	6.03932504	2.39e-22	SERPINA1	6.04
ENSG00000197272	IL27	3.390664672	5.8e-18	IL27	3.39
ENSG00000197329	PELI1	2.849900863	6.27e-28	PELI1	2.85
ENSG00000197405	C5AR1	5.125411788	3.65e-16	C5AR1	5.13
ENSG00000197409	HIST1H3D	2.288798183	7.53e-14	HIST1H3D	2.29
ENSG00000197442	MAP3K5	0.784862473	4.45e-15	MAP3K5	0.78
ENSG00000197451	HNRNPAB	1.302990222	2.5e-15	HNRNPAB	1.3
ENSG00000197471	SPN	6.099908334	2.15e-33	SPN	6.1
ENSG00000197503	LINC00477	4.790008223	2.35e-18	LINC00477	4.79
ENSG00000197520	FAM177B	4.062628684	1.41e-16	FAM177B	4.06
ENSG00000197594	ENPP1	3.71867933	9.19e-17	ENPP1	3.72
ENSG00000197622	CDC42SE1	2.275881488	1.16e-33	CDC42SE1	2.28
ENSG00000197629	MPEG1	5.413421812	4.94e-19	MPEG1	5.41
ENSG00000197646	PDCD1LG2	5.227670619	9.45e-26	PDCD1LG2	5.23
ENSG00000197714	ZNF460	-0.267826172	0.000307171	ZNF460	-0.27
ENSG00000197746	PSAP	0.717350944	2.52e-08	PSAP	0.72
ENSG00000197756	RPL37A	-0.210148603	0.049313848	RPL37A	-0.21
ENSG00000197766	CFD	4.597007245	8.26e-17	CFD	4.6
ENSG00000197859	ADAMTSL2	2.994950495	5.74e-19	ADAMTSL2	2.99
ENSG00000197903	HIST1H2BK	2.458580703	3.26e-18	HIST1H2BK	2.46
ENSG00000197943	PLCG2	5.568375863	1.87e-41	PLCG2	5.57
ENSG00000197958	RPL12	0.994647705	1.11e-11	RPL12	0.99
ENSG00000197976	AKAP17A	2.471963634	3.68e-32	AKAP17A	2.47
ENSG00000197989	SNHG12	3.286893171	2.4e-20	SNHG12	3.29
ENSG00000197992	CLEC9A	5.401804717	1.07e-20	CLEC9A	5.4
ENSG00000198019	FCGR1B	6.378535409	6.51e-24	FCGR1B	6.38
ENSG00000198034	RPS4X	0.36678213	0.015664322	RPS4X	0.37
ENSG00000198053	SIRPA	-0.117530279	0.144153332	SIRPA	-0.12
ENSG00000198088	NUP62CL	3.915363291	1.12e-16	NUP62CL	3.92
ENSG00000198113	TOR4A	5.356217357	1.18e-29	TOR4A	5.36
ENSG00000198189	HSD17B11	1.509591174	1.96e-17	HSD17B11	1.51
ENSG00000198203	SULT1C2	3.40415002	1.13e-06	SULT1C2	3.4
ENSG00000198223	CSF2RA	5.963205175	5.39e-35	CSF2RA	5.96
ENSG00000198242	RPL23A	0.780048248	4.45e-09	RPL23A	0.78
ENSG00000198246	SLC29A3	3.603160342	3.8e-32	SLC29A3	3.6
ENSG00000198286	CARD11	6.134789861	1.12e-33	CARD11	6.13
ENSG00000198353	HOXC4	4.534778248	1.26e-27	HOXC4	4.53
ENSG00000198408	MGEA5	-0.891485129	7.56e-18	MGEA5	-0.89
ENSG00000198502	HLA-DRB5	4.465719905	4.65e-05	HLA-DRB5	4.47
ENSG00000198561	CTNND1	1.845453885	2.59e-30	CTNND1	1.85
ENSG00000198563	DDX39B	2.090828137	3.22e-33	DDX39B	2.09
ENSG00000198625	MDM4	1.702238095	5.6e-26	MDM4	1.7
ENSG00000198712	MT-CO2	-2.419426711	4.59e-20	MT-CO2	-2.42
ENSG00000198727	MT-CYB	-1.52097857	1.99e-10	MT-CYB	-1.52
ENSG00000198728	LDB1	0.716834565	6.83e-12	LDB1	0.72
ENSG00000198755	RPL10A	-0.248519911	0.024140209	RPL10A	-0.25
ENSG00000198763	MT-ND2	-1.554230146	1.96e-09	MT-ND2	-1.55
ENSG00000198771	RCSD1	4.187908795	3.74e-36	RCSD1	4.19
ENSG00000198786	MT-ND5	-1.243467063	8.17e-07	MT-ND5	-1.24
ENSG00000198804	MT-CO1	-1.747151047	1.58e-15	MT-CO1	-1.75
ENSG00000198829	SUCNR1	5.58592625	1.59e-18	SUCNR1	5.59
ENSG00000198830	HMGN2	-0.104600442	0.394834766	HMGN2	-0.1
ENSG00000198837	DENND4B	1.804108017	8.55e-29	DENND4B	1.8
ENSG00000198840	MT-ND3	-2.392286857	1.78e-17	MT-ND3	-2.39
ENSG00000198879	SFMBT2	3.503350275	1.04e-33	SFMBT2	3.5
ENSG00000198886	MT-ND4	-1.225607841	1.08e-06	MT-ND4	-1.23
ENSG00000198888	MT-ND1	-2.339246863	2.41e-13	MT-ND1	-2.34
ENSG00000198899	MT-ATP6	-1.872031852	1.51e-12	MT-ATP6	-1.87
ENSG00000198909	MAP3K3	2.42744771	9.76e-36	MAP3K3	2.43
ENSG00000198918	RPL39	0.924482388	5.29e-11	RPL39	0.92
ENSG00000198938	MT-CO3	-2.202641187	9.6e-21	MT-CO3	-2.2
ENSG00000198951	NAGA	3.817448335	1.52e-32	NAGA	3.82
ENSG00000198961	PJA2	-2.062784598	9.83e-40	PJA2	-2.06
ENSG00000199347	RNU5E-1	0.852586364	0.012612771	RNU5E-1	0.85
ENSG00000199377	RNU5F-1	4.50653751	6.24e-17	RNU5F-1	4.51
ENSG00000199477	SNORA31	3.17342676	3.13e-19	SNORA31	3.17
ENSG00000199568	RNU5A-1	2.218880455	1.07e-08	RNU5A-1	2.22
ENSG00000200156	RNU5B-1	0.114629806	0.719566566	RNU5B-1	0.11
ENSG00000200354	SNORA71D	0.765564326	0.021518992	SNORA71D	0.77
ENSG00000200534	SNORA33	2.83855443	2.07e-11	SNORA33	2.84
ENSG00000200795	RNU4-1	-0.005229971	0.985763664	RNU4-1	-0.01
ENSG00000200879	SNORD14E	3.918678318	3.15e-13	SNORD14E	3.92
ENSG00000200913	SNORD46	2.384185381	1.14e-11	SNORD46	2.38
ENSG00000201098	RNY1	-3.658791938	3.98e-24	RNY1	-3.66
ENSG00000201302	SNORA65	3.849337085	2.52e-17	SNORA65	3.85
ENSG00000201321	RNA5S9	3.381368339	4.33e-14	RNA5S9	3.38
ENSG00000201457	SNORA55	4.048287845	2.51e-14	SNORA55	4.05
ENSG00000201654	RNU6-7	3.818491774	1.86e-12	RNU6-7	3.82
ENSG00000201675	SNORD32A	3.067239997	1.4e-19	SNORD32A	3.07
ENSG00000201772	SNORA5C	0.69044439	0.001068364	SNORA5C	0.69
ENSG00000201823	SNORD48	3.231405955	9.91e-16	SNORD48	3.23
ENSG00000201998	SNORA23	1.875684281	1.43e-08	SNORA23	1.88
ENSG00000202252	SNORD14C	3.55722076	3.3e-13	SNORD14C	3.56
ENSG00000202538	RNU4-2	0.671957365	0.00407505	RNU4-2	0.67
ENSG00000203709	C1orf132	1.868644592	1.91e-22	C1orf132	1.87
ENSG00000203747	FCGR3A	5.767433991	5e-24	FCGR3A	5.77
ENSG00000203811	HIST2H3C	5.720412827	1.78e-20	HIST2H3C	5.72
ENSG00000203812	HIST2H2AA3	3.762045752	8.79e-23	HIST2H2AA3	3.76
ENSG00000203814	HIST2H2BF	3.962709281	8.4e-28	HIST2H2BF	3.96
ENSG00000203852	HIST2H3A	5.715395579	2.01e-20	HIST2H3A	5.72
ENSG00000204086	RPA4	3.635551911	7.47e-20	RPA4	3.64
ENSG00000204103	MAFB	2.985631205	2.38e-19	MAFB	2.99
ENSG00000204161	C10orf128	3.627289008	1.08e-27	C10orf128	3.63
ENSG00000204252	HLA-DOA	4.776659078	1.16e-21	HLA-DOA	4.78
ENSG00000204256	BRD2	1.343425852	1.29e-17	BRD2	1.34
ENSG00000204257	HLA-DMA	5.237121456	2.9e-29	HLA-DMA	5.24
ENSG00000204261	PSMB8-AS1	3.845642639	2.26e-20	PSMB8-AS1	3.85
ENSG00000204287	HLA-DRA	4.835033384	1.13e-23	HLA-DRA	4.84
ENSG00000204305	AGER	4.318880446	4.43e-25	AGER	4.32
ENSG00000204388	HSPA1B	3.551335358	3.27e-15	HSPA1B	3.55
ENSG00000204389	HSPA1A	3.683398726	1.69e-15	HSPA1A	3.68
ENSG00000204397	CARD16	3.903680218	3.2e-22	CARD16	3.9
ENSG00000204410	MSH5	3.322053353	3.33e-25	MSH5	3.32
ENSG00000204460	AC079586.1	4.377571364	4.3e-12	AC079586.1	4.38
ENSG00000204469	PRRC2A	0.293008116	0.002123745	PRRC2A	0.29
ENSG00000204472	AIF1	4.695521914	1.96e-28	AIF1	4.7
ENSG00000204482	LST1	5.496147519	9.91e-29	LST1	5.5
ENSG00000204516	MICB	4.329271877	1.24e-20	MICB	4.33
ENSG00000204525	HLA-C	2.683154439	9.58e-18	HLA-C	2.68
ENSG00000204569	PPP1R10	1.620775021	1.03e-19	PPP1R10	1.62
ENSG00000204577	LILRB3	5.172638426	6.34e-16	LILRB3	5.17
ENSG00000204592	HLA-E	3.571963036	3.62e-31	HLA-E	3.57
ENSG00000204628	RACK1	1.040053513	6.64e-14	RACK1	1.04
ENSG00000204952	FBXO47	3.615680148	1.44e-17	FBXO47	3.62
ENSG00000205056	RP11-693J15.5	4.456358087	1.6e-14	RP11-693J15.5	4.46
ENSG00000205086	C2orf91	4.073998055	7.16e-13	C2orf91	4.07
ENSG00000205302	SNX2	1.560001578	1.98e-28	SNX2	1.56
ENSG00000205307	SAP25	5.142698398	4.43e-31	SAP25	5.14
ENSG00000205336	ADGRG1	3.418154356	7.51e-26	ADGRG1	3.42
ENSG00000205413	SAMD9	3.889998248	2.14e-28	SAMD9	3.89
ENSG00000205517	RGL3	4.313307974	9.55e-29	RGL3	4.31
ENSG00000205542	TMSB4X	1.12421167	1.14e-13	TMSB4X	1.12
ENSG00000205609	EIF3CL	-0.050137589	0.655322849	EIF3CL	-0.05
ENSG00000205730	ITPRIPL2	3.898767115	3.72e-38	ITPRIPL2	3.9
ENSG00000205744	DENND1C	5.923671735	1.43e-35	DENND1C	5.92
ENSG00000205784	ARRDC5	6.670835794	5.98e-33	ARRDC5	6.67
ENSG00000206337	HCP5	3.372611937	1.24e-22	HCP5	3.37
ENSG00000206418	RAB12	0.078334905	0.422207676	RAB12	0.08
ENSG00000206503	HLA-A	2.198733807	4.95e-18	HLA-A	2.2
ENSG00000206585	RNVU1-7	-2.168720103	1.14e-17	RNVU1-7	-2.17
ENSG00000206597	SNORA57	-0.524707724	0.066929864	SNORA57	-0.52
ENSG00000206602	SNORD58A	3.336488638	2.44e-15	SNORD58A	3.34
ENSG00000206625	RNU6-1	3.620500745	2.02e-12	RNU6-1	3.62
ENSG00000206630	SNORD60	3.826205013	9.24e-20	SNORD60	3.83
ENSG00000206652	RNU1-1	-2.183685357	3.82e-18	RNU1-1	-2.18
ENSG00000206737	RNVU1-18	-2.157331262	7.38e-18	RNVU1-18	-2.16
ENSG00000206754	SNORD101	3.487720735	5.44e-20	SNORD101	3.49
ENSG00000206799	SNORA32	1.601251968	1.06e-08	SNORA32	1.6
ENSG00000206838	SNORA5A	1.526984569	2.65e-08	SNORA5A	1.53
ENSG00000206941	SNORD15A	4.038163731	2.64e-19	SNORD15A	4.04
ENSG00000206979	SNORD61	3.39424839	5.36e-19	SNORD61	3.39
ENSG00000207005	RNU1-2	-2.197269128	3.87e-18	RNU1-2	-2.2
ENSG00000207008	SNORA54	-0.617051061	0.01142039	SNORA54	-0.62
ENSG00000207031	SNORD59A	2.506959381	1.37e-13	SNORD59A	2.51
ENSG00000207088	SNORA7B	1.223314466	2.19e-06	SNORA7B	1.22
ENSG00000207112	SNORA25	2.473724663	2.68e-14	SNORA25	2.47
ENSG00000207118	SNORD14D	3.643472006	1.54e-12	SNORD14D	3.64
ENSG00000207165	SNORA70	0.572888775	0.014535251	SNORA70	0.57
ENSG00000207166	SNORA68	-0.202599181	0.393527472	SNORA68	-0.2
ENSG00000207205	RNVU1-15	4.149859092	1.43e-21	RNVU1-15	4.15
ENSG00000207241	SNORD45A	3.435806832	5.09e-16	SNORD45A	3.44
ENSG00000207304	SNORA8	0.116496743	0.559535853	SNORA8	0.12
ENSG00000207357	RNU6-2	3.240857212	3.55e-06	RNU6-2	3.24
ENSG00000207389	RNU1-4	-2.192374126	1.17e-17	RNU1-4	-2.19
ENSG00000207445	SNORD15B	1.322848644	2.26e-06	SNORD15B	1.32
ENSG00000207496	SNORA7A	0.794322445	0.002911737	SNORA7A	0.79
ENSG00000207501	RNVU1-14	3.713151602	5.07e-20	RNVU1-14	3.71
ENSG00000207513	RNU1-3	-2.195311458	1.17e-17	RNU1-3	-2.2
ENSG00000207802	MIR646	3.336983055	2.54e-13	MIR646	3.34
ENSG00000208028	MIR616	3.847990309	1.61e-15	MIR616	3.85
ENSG00000208772	SNORD94	-1.028481903	3.82e-05	SNORD94	-1.03
ENSG00000208892	SNORA49	0.706750379	0.003669248	SNORA49	0.71
ENSG00000209482	SNORD83A	3.178500543	1.52e-12	SNORD83A	3.18
ENSG00000209582	SNORA48	-0.170405616	0.45925858	SNORA48	-0.17
ENSG00000210082	MT-RNR2	-3.669781201	3.21e-08	MT-RNR2	-3.67
ENSG00000211459	MT-RNR1	-3.145897983	3.96e-06	MT-RNR1	-3.15
ENSG00000212232	SNORD17	2.141563893	1.31e-11	SNORD17	2.14
ENSG00000212283	SNORD89	2.472288325	1.62e-09	SNORD89	2.47
ENSG00000212402	SNORA74B	0.889332247	0.002107596	SNORA74B	0.89
ENSG00000212443	SNORA53	1.450109632	2.66e-06	SNORA53	1.45
ENSG00000212464	SNORA12	-0.24683168	0.206894016	SNORA12	-0.25
ENSG00000212588	SNORA26	3.037903808	1.07e-12	SNORA26	3.04
ENSG00000212907	MT-ND4L	-1.477354258	4.8e-08	MT-ND4L	-1.48
ENSG00000213079	SCAF8	0.332908828	2.27e-08	SCAF8	0.33
ENSG00000213203	GIMAP1	4.025565002	1.29e-29	GIMAP1	4.03
ENSG00000213316	LTC4S	4.351137084	3.78e-20	LTC4S	4.35
ENSG00000213366	GSTM2	3.47496656	6.39e-23	GSTM2	3.47
ENSG00000213445	SIPA1	5.128537881	3.65e-36	SIPA1	5.13
ENSG00000213585	VDAC1	-1.075538977	9.73e-15	VDAC1	-1.08
ENSG00000213654	GPSM3	4.84513812	5.88e-31	GPSM3	4.85
ENSG00000213676	ATF6B	1.403948386	6.79e-24	ATF6B	1.4
ENSG00000213719	CLIC1	3.253760785	4.1e-21	CLIC1	3.25
ENSG00000213801	ZNF321P	3.834853625	1.89e-22	ZNF321P	3.83
ENSG00000213903	LTB4R	3.457974595	6.61e-20	LTB4R	3.46
ENSG00000213988	ZNF90	3.41505411	1.08e-20	ZNF90	3.42
ENSG00000214212	C19orf38	5.104938588	5.03e-28	C19orf38	5.1
ENSG00000214655	ZSWIM8	1.419082271	1.07e-25	ZSWIM8	1.42
ENSG00000214787	MS4A4E	4.484369667	1.21e-12	MS4A4E	4.48
ENSG00000214855	APOC1P1	4.407984972	5.53e-21	APOC1P1	4.41
ENSG00000214894	LINC00243	4.161865132	2.4e-22	LINC00243	4.16
ENSG00000214954	LRRC69	3.403890468	2.49e-23	LRRC69	3.4
ENSG00000215021	PHB2	0.220768669	0.006364029	PHB2	0.22
ENSG00000215068	AC025171.1	3.481704848	2.64e-20	AC025171.1	3.48
ENSG00000215187	FAM166B	3.711561546	5.65e-14	FAM166B	3.71
ENSG00000215301	DDX3X	0.831893937	1.43e-11	DDX3X	0.83
ENSG00000215458	AATBC	5.131931467	1.45e-14	AATBC	5.13
ENSG00000215472	RPL17-C18orf32	-0.538495871	2.29e-06	RPL17-C18orf32	-0.54
ENSG00000215769	RP13-104F24.2	2.816425263	5.54e-29	RP13-104F24.2	2.82
ENSG00000215784	FAM72D	3.442365864	6.56e-22	FAM72D	3.44
ENSG00000215866	LINC01356	4.079217679	1.14e-20	LINC01356	4.08
ENSG00000216490	IFI30	5.665140004	2.24e-26	IFI30	5.67
ENSG00000217555	CKLF	3.072750197	1.43e-29	CKLF	3.07
ENSG00000221420	SNORA81	2.722363581	5.64e-11	SNORA81	2.72
ENSG00000221491	SNORA2C	-0.010538462	0.96342184	SNORA2C	-0.01
ENSG00000221500	SNORD100	2.209334626	3.52e-09	SNORD100	2.21
ENSG00000221539	SNORD99	3.547465932	4.83e-12	SNORD99	3.55
ENSG00000221817	PPP3CB-AS1	3.888671257	4.43e-25	PPP3CB-AS1	3.89
ENSG00000221869	CEBPD	3.451962631	1.58e-08	CEBPD	3.45
ENSG00000221978	CCNL2	1.022716746	7.63e-17	CCNL2	1.02
ENSG00000221983	UBA52	0.141002487	0.185057594	UBA52	0.14
ENSG00000222009	BTBD19	4.412314858	6.23e-23	BTBD19	4.41
ENSG00000223749	MIR503HG	5.703693506	1.92e-23	MIR503HG	5.7
ENSG00000223773	CD99P1	4.509116564	6.04e-23	CD99P1	4.51
ENSG00000223865	HLA-DPB1	4.406319274	1.22e-21	HLA-DPB1	4.41
ENSG00000224307	RP11-344B5.2	5.000901818	1.04e-26	RP11-344B5.2	5
ENSG00000224916	APOC4-APOC2	4.871074427	1.25e-18	APOC4-APOC2	4.87
ENSG00000225091	SNORA71A	1.180346529	3.79e-05	SNORA71A	1.18
ENSG00000225434	LINC01504	3.910410301	5.38e-12	LINC01504	3.91
ENSG00000225924	RP1-111D6.4	3.91528109	1.95e-22	RP1-111D6.4	3.92
ENSG00000226125	AC098823.3	4.83076947	2.47e-16	AC098823.3	4.83
ENSG00000226312	CFLAR-AS1	3.686938389	4.93e-18	CFLAR-AS1	3.69
ENSG00000226572	SNORD57	3.52396958	1.58e-16	SNORD57	3.52
ENSG00000226659	RP11-137H2.4	5.139812702	1.26e-27	RP11-137H2.4	5.14
ENSG00000226758	DISC1-IT1	5.272695978	8.02e-29	DISC1-IT1	5.27
ENSG00000227039	ITGB2-AS1	6.173873666	3.23e-22	ITGB2-AS1	6.17
ENSG00000227502	LINC01268	5.736035663	1.82e-26	LINC01268	5.74
ENSG00000227508	LINC01624	5.022089441	6.41e-24	LINC01624	5.02
ENSG00000228058	RP11-552D4.1	5.291686937	2.64e-27	RP11-552D4.1	5.29
ENSG00000228106	RP11-452F19.3	3.562889015	1.27e-22	RP11-452F19.3	3.56
ENSG00000228253	MT-ATP8	-1.553313515	5.1e-08	MT-ATP8	-1.55
ENSG00000228340	MIR646HG	4.466181405	5.5e-24	MIR646HG	4.47
ENSG00000228474	OST4	-0.31118731	0.018200907	OST4	-0.31
ENSG00000228526	MIR34A	3.508911127	7.85e-16	MIR34A	3.51
ENSG00000228768	MIR365B	3.63509409	3.49e-20	MIR365B	3.64
ENSG00000228784	LINC00954	4.726583744	1.14e-24	LINC00954	4.73
ENSG00000228789	HCG22	5.079321828	1.56e-05	HCG22	5.08
ENSG00000229117	RPL41	-0.505238733	1.15e-05	RPL41	-0.51
ENSG00000229140	CCDC26	4.372478267	3.7e-13	CCDC26	4.37
ENSG00000229391	HLA-DRB6	4.934250748	4.78e-11	HLA-DRB6	4.93
ENSG00000229474	PATL2	4.488480292	1.16e-22	PATL2	4.49
ENSG00000230539	AOAH-IT1	5.737001549	2.13e-29	AOAH-IT1	5.74
ENSG00000230806	SRGAP2-AS1	6.251809162	6.43e-32	SRGAP2-AS1	6.25
ENSG00000231131	LINC01468	5.088571795	4.77e-22	LINC01468	5.09
ENSG00000231389	HLA-DPA1	4.915970335	1.07e-20	HLA-DPA1	4.92
ENSG00000231500	RPS18	0.204059839	0.093611959	RPS18	0.2
ENSG00000231535	LINC00278	3.867761927	1.61e-05	LINC00278	3.87
ENSG00000231587	SNORD62B	3.769376072	1.14e-21	SNORD62B	3.77
ENSG00000232112	TMA7	-0.83070012	8.57e-10	TMA7	-0.83
ENSG00000232628	RP11-365O16.3	5.506889273	3.01e-21	RP11-365O16.3	5.51
ENSG00000232629	HLA-DQB2	3.647225562	6.22e-10	HLA-DQB2	3.65
ENSG00000232759	AC002480.3	5.146844144	3.73e-24	AC002480.3	5.15
ENSG00000232810	TNF	6.754363231	1.1e-19	TNF	6.75
ENSG00000232907	DLGAP4-AS1	3.430804405	6.21e-16	DLGAP4-AS1	3.43
ENSG00000233038	AC011899.9	5.505574862	6.65e-23	AC011899.9	5.51
ENSG00000233261	LINC00264	4.171745796	1.69e-18	LINC00264	4.17
ENSG00000233276	GPX1	1.859633031	3.76e-17	GPX1	1.86
ENSG00000233369	GTF2IP4	-1.275499252	5.95e-25	GTF2IP4	-1.28
ENSG00000233791	LINC01136	4.904230118	6.74e-22	LINC01136	4.9
ENSG00000233922	AL133493.2	4.811806703	2.03e-20	AL133493.2	4.81
ENSG00000234380	LINC01426	4.055880592	5.99e-18	LINC01426	4.06
ENSG00000234741	GAS5	1.766238228	3.18e-18	GAS5	1.77
ENSG00000234745	HLA-B	3.417480463	2.12e-22	HLA-B	3.42
ENSG00000235162	C12orf75	4.193361787	1.38e-27	C12orf75	4.19
ENSG00000235284	SNORD62A	4.018553392	4.34e-21	SNORD62A	4.02
ENSG00000235568	NFAM1	5.451686217	1.98e-29	NFAM1	5.45
ENSG00000235865	GSN-AS1	4.09596606	1.83e-19	GSN-AS1	4.1
ENSG00000236552	RPL13AP5	0.275752125	0.048029933	RPL13AP5	0.28
ENSG00000236977	ANKRD44-IT1	4.059712504	3.46e-26	ANKRD44-IT1	4.06
ENSG00000237152	DLEU7-AS1	5.258645641	4.04e-08	DLEU7-AS1	5.26
ENSG00000237424	FOXD2-AS1	3.569731514	2.64e-15	FOXD2-AS1	3.57
ENSG00000237441	RGL2	2.303548161	1.65e-27	RGL2	2.3
ENSG00000237484	AP000476.1	5.937726855	2.85e-19	AP000476.1	5.94
ENSG00000237499	RP11-356I2.4	3.887030966	1.78e-16	RP11-356I2.4	3.89
ENSG00000237541	HLA-DQA2	4.952571483	3e-11	HLA-DQA2	4.95
ENSG00000237693	IRGM	3.404269473	3.78e-12	IRGM	3.4
ENSG00000237945	LINC00649	3.651584041	5.26e-13	LINC00649	3.65
ENSG00000238033	AC002480.2	3.405812314	6.99e-19	AC002480.2	3.41
ENSG00000238057	ZEB2-AS1	4.141484466	1.47e-25	ZEB2-AS1	4.14
ENSG00000238113	LINC01410	4.865705025	6.42e-27	LINC01410	4.87
ENSG00000238578	SNORD4A	1.786089396	1.13e-07	SNORD4A	1.79
ENSG00000238622	SNORD97	1.806039057	2.25e-07	SNORD97	1.81
ENSG00000238741	SCARNA7	2.111450184	1.34e-20	SCARNA7	2.11
ENSG00000238795	SCARNA12	0.801471161	2.26e-06	SCARNA12	0.8
ENSG00000239002	SCARNA10	0.519109773	0.009835748	SCARNA10	0.52
ENSG00000239039	SNORD13	0.003207484	0.991963729	SNORD13	0
ENSG00000239127	SNORD125	3.266665535	1.95e-19	SNORD125	3.27
ENSG00000239713	APOBEC3G	4.385871275	8.84e-31	APOBEC3G	4.39
ENSG00000239961	LILRA4	5.900811921	4.95e-19	LILRA4	5.9
ENSG00000239998	LILRA2	5.677487077	1.34e-31	LILRA2	5.68
ENSG00000241399	CD302	3.176237509	4.5e-23	CD302	3.18
ENSG00000241839	PLEKHO2	2.820322953	9.86e-30	PLEKHO2	2.82
ENSG00000242125	SNHG3	1.055932443	7.14e-08	SNHG3	1.06
ENSG00000242258	LINC00996	4.711354155	4.92e-09	LINC00996	4.71
ENSG00000242574	HLA-DMB	6.146684229	1.79e-29	HLA-DMB	6.15
ENSG00000243064	ABCC13	3.867495063	1.83e-09	ABCC13	3.87
ENSG00000243364	EFNA4	3.901416534	2.13e-23	EFNA4	3.9
ENSG00000243716	NPIPB5	2.1106528	3.34e-24	NPIPB5	2.11
ENSG00000244038	DDOST	0.746618175	4.55e-09	DDOST	0.75
ENSG00000244405	ETV5	0.990453762	5.64e-12	ETV5	0.99
ENSG00000244482	LILRA6	4.908106828	2.08e-13	LILRA6	4.91
ENSG00000244509	APOBEC3C	4.345325263	1.34e-27	APOBEC3C	4.35
ENSG00000245532	NEAT1	3.037477003	4.1e-22	NEAT1	3.04
ENSG00000245848	CEBPA	4.015413878	1.85e-27	CEBPA	4.02
ENSG00000246430	LINC00968	3.734288276	4.58e-18	LINC00968	3.73
ENSG00000246582	RP11-1149O23.3	4.144204703	4.51e-22	RP11-1149O23.3	4.14
ENSG00000246740	PLA2G4E-AS1	3.717251507	1.88e-17	PLA2G4E-AS1	3.72
ENSG00000247774	PCED1B-AS1	5.441927106	5.01e-31	PCED1B-AS1	5.44
ENSG00000248672	LY75-CD302	4.340560525	9.98e-31	LY75-CD302	4.34
ENSG00000249138	SLED1	3.91522211	1.33e-12	SLED1	3.92
ENSG00000249437	NAIP	3.532514386	1.03e-28	NAIP	3.53
ENSG00000249464	LINC01091	5.04048541	2.68e-19	LINC01091	5.04
ENSG00000249574	AC226118.1	4.121063081	4.32e-18	AC226118.1	4.12
ENSG00000249738	AC008697.1	4.091972629	2.9e-17	AC008697.1	4.09
ENSG00000249931	GOLGA8K	3.606112767	6.4e-24	GOLGA8K	3.61
ENSG00000250151	ARPC4-TTLL3	1.494818456	2.08e-26	ARPC4-TTLL3	1.49
ENSG00000250432	LINC01598	3.942119396	3.96e-19	LINC01598	3.94
ENSG00000250742	RP11-834C11.4	4.505947791	4.7e-27	RP11-834C11.4	4.51
ENSG00000250771	RP11-153M7.3	6.148458952	6.34e-15	RP11-153M7.3	6.15
ENSG00000251380	DCANP1	3.638213425	8.62e-23	DCANP1	3.64
ENSG00000251562	MALAT1	1.004713197	1.91e-11	MALAT1	1
ENSG00000251791	SCARNA6	-0.067715483	0.740403763	SCARNA6	-0.07
ENSG00000252010	SCARNA5	-0.685279935	0.001574197	SCARNA5	-0.69
ENSG00000252481	SCARNA13	1.6459336	1.53e-17	SCARNA13	1.65
ENSG00000252835	SCARNA21	2.093261615	2.08e-19	SCARNA21	2.09
ENSG00000253408	RP11-231D20.2	4.176837706	1.94e-25	RP11-231D20.2	4.18
ENSG00000253522	MIR3142HG	4.822367203	4.42e-21	MIR3142HG	4.82
